TASKID,CHUNK,ITERATION,METHOD,VALUE
d1aecbc94cc04c477cec22b4cc24329c,5,2,"SET","505050.50"
d1aecbc94cc04c477cec22b4cc24329c,5,2,"GET","662251.69"
d1aecbc94cc04c477cec22b4cc24329c,5,3,"SET","505050.50"
d1aecbc94cc04c477cec22b4cc24329c,5,3,"GET","649350.62"
d1aecbc94cc04c477cec22b4cc24329c,5,4,"SET","500000.00"
d1aecbc94cc04c477cec22b4cc24329c,5,4,"GET","649350.62"
d1aecbc94cc04c477cec22b4cc24329c,5,5,"SET","473933.66"
d1aecbc94cc04c477cec22b4cc24329c,5,5,"GET","645161.31"
d8ba2293ae106ea867bc00ecc1d43f67,5,1,"SET","323624.62"
d8ba2293ae106ea867bc00ecc1d43f67,5,1,"GET","408163.25"
d8ba2293ae106ea867bc00ecc1d43f67,5,2,"SET","347222.25"
d8ba2293ae106ea867bc00ecc1d43f67,5,2,"GET","411522.62"
d8ba2293ae106ea867bc00ecc1d43f67,5,3,"SET","335570.47"
d8ba2293ae106ea867bc00ecc1d43f67,5,3,"GET","413223.16"
d8ba2293ae106ea867bc00ecc1d43f67,5,4,"SET","300300.28"
d8ba2293ae106ea867bc00ecc1d43f67,5,4,"GET","400000.00"
d8ba2293ae106ea867bc00ecc1d43f67,5,5,"SET","346020.75"
d8ba2293ae106ea867bc00ecc1d43f67,5,5,"GET","404858.31"
d97111eed26d76a06214244467e7e76f,5,1,"SET","258397.94"
d97111eed26d76a06214244467e7e76f,5,1,"GET","301204.84"
d97111eed26d76a06214244467e7e76f,5,2,"SET","256410.27"
d97111eed26d76a06214244467e7e76f,5,2,"GET","280112.06"
d97111eed26d76a06214244467e7e76f,5,3,"SET","256410.27"
d97111eed26d76a06214244467e7e76f,5,3,"GET","300300.28"
d97111eed26d76a06214244467e7e76f,5,4,"SET","255754.47"
d97111eed26d76a06214244467e7e76f,5,4,"GET","283286.12"
d97111eed26d76a06214244467e7e76f,5,5,"SET","255754.47"
d97111eed26d76a06214244467e7e76f,5,5,"GET","298507.47"
da1fe77f35e5665675d8696787966e10,5,1,"SET","244498.77"
da1fe77f35e5665675d8696787966e10,5,1,"GET","306748.47"
da1fe77f35e5665675d8696787966e10,5,2,"SET","243309.00"
da1fe77f35e5665675d8696787966e10,5,2,"GET","307692.31"
da1fe77f35e5665675d8696787966e10,5,3,"SET","255754.47"
da1fe77f35e5665675d8696787966e10,5,3,"GET","307692.31"
da1fe77f35e5665675d8696787966e10,5,4,"SET","253164.55"
da1fe77f35e5665675d8696787966e10,5,4,"GET","296735.91"
da1fe77f35e5665675d8696787966e10,5,5,"SET","259067.36"
da1fe77f35e5665675d8696787966e10,5,5,"GET","299401.22"
db472d899919a7a098149e7f6a6e8e94,5,1,"SET","492610.84"
db472d899919a7a098149e7f6a6e8e94,5,1,"GET","485436.91"
db472d899919a7a098149e7f6a6e8e94,5,2,"SET","414937.75"
db472d899919a7a098149e7f6a6e8e94,5,2,"GET","529100.56"
db472d899919a7a098149e7f6a6e8e94,5,3,"SET","427350.44"
db472d899919a7a098149e7f6a6e8e94,5,3,"GET","531914.94"
db472d899919a7a098149e7f6a6e8e94,5,4,"SET","448430.47"
db472d899919a7a098149e7f6a6e8e94,5,4,"GET","487804.88"
db472d899919a7a098149e7f6a6e8e94,5,5,"SET","490196.09"
db472d899919a7a098149e7f6a6e8e94,5,5,"GET","531914.94"
e119357443590064bb6a32fe37579a31,5,1,"SET","534759.31"
e119357443590064bb6a32fe37579a31,5,1,"GET","671140.94"
e119357443590064bb6a32fe37579a31,5,2,"SET","537634.38"
e119357443590064bb6a32fe37579a31,5,2,"GET","714285.69"
e119357443590064bb6a32fe37579a31,5,3,"SET","507614.22"
e119357443590064bb6a32fe37579a31,5,3,"GET","709219.88"
e119357443590064bb6a32fe37579a31,5,4,"SET","520833.34"
e119357443590064bb6a32fe37579a31,5,4,"GET","709219.88"
e119357443590064bb6a32fe37579a31,5,5,"SET","502512.56"
e119357443590064bb6a32fe37579a31,5,5,"GET","694444.50"
e2df4b4eb5f8d943b066770dd022c2f3,5,1,"SET","833333.38"
e2df4b4eb5f8d943b066770dd022c2f3,5,1,"GET","961538.44"
e2df4b4eb5f8d943b066770dd022c2f3,5,2,"SET","833333.38"
e2df4b4eb5f8d943b066770dd022c2f3,5,2,"GET","934579.44"
e2df4b4eb5f8d943b066770dd022c2f3,5,3,"SET","833333.38"
e2df4b4eb5f8d943b066770dd022c2f3,5,3,"GET","980392.19"
e2df4b4eb5f8d943b066770dd022c2f3,5,4,"SET","800000.00"
e2df4b4eb5f8d943b066770dd022c2f3,5,4,"GET","980392.19"
e2df4b4eb5f8d943b066770dd022c2f3,5,5,"SET","826446.31"
e2df4b4eb5f8d943b066770dd022c2f3,5,5,"GET","980392.19"
e331bb9b97bf9bdf23bbc9c28f083816,5,1,"SET","552486.19"
e331bb9b97bf9bdf23bbc9c28f083816,5,1,"GET","568181.81"
e331bb9b97bf9bdf23bbc9c28f083816,5,2,"SET","584795.31"
e331bb9b97bf9bdf23bbc9c28f083816,5,2,"GET","571428.56"
e331bb9b97bf9bdf23bbc9c28f083816,5,3,"SET","581395.31"
e331bb9b97bf9bdf23bbc9c28f083816,5,3,"GET","510204.09"
e331bb9b97bf9bdf23bbc9c28f083816,5,4,"SET","578034.69"
e331bb9b97bf9bdf23bbc9c28f083816,5,4,"GET","543478.25"
e331bb9b97bf9bdf23bbc9c28f083816,5,5,"SET","584795.31"
e331bb9b97bf9bdf23bbc9c28f083816,5,5,"GET","649350.62"
e58221d6896638606986dec7de39a71b,5,1,"SET","212314.23"
e58221d6896638606986dec7de39a71b,5,1,"GET","263157.91"
e58221d6896638606986dec7de39a71b,5,2,"SET","222222.23"
e58221d6896638606986dec7de39a71b,5,2,"GET","278551.53"
e58221d6896638606986dec7de39a71b,5,3,"SET","220264.31"
e58221d6896638606986dec7de39a71b,5,3,"GET","276243.09"
e58221d6896638606986dec7de39a71b,5,4,"SET","212765.95"
e58221d6896638606986dec7de39a71b,5,4,"GET","263157.91"
e58221d6896638606986dec7de39a71b,5,5,"SET","219780.22"
e58221d6896638606986dec7de39a71b,5,5,"GET","279329.59"
e76dc5bb5377eb898994e331fa8d5d19,5,1,"SET","243309.00"
e76dc5bb5377eb898994e331fa8d5d19,5,1,"GET","300300.28"
e76dc5bb5377eb898994e331fa8d5d19,5,2,"SET","256410.27"
e76dc5bb5377eb898994e331fa8d5d19,5,2,"GET","308641.97"
e76dc5bb5377eb898994e331fa8d5d19,5,3,"SET","241545.89"
e76dc5bb5377eb898994e331fa8d5d19,5,3,"GET","306748.47"
e76dc5bb5377eb898994e331fa8d5d19,5,4,"SET","256410.27"
e76dc5bb5377eb898994e331fa8d5d19,5,4,"GET","303951.38"
e76dc5bb5377eb898994e331fa8d5d19,5,5,"SET","262467.19"
e76dc5bb5377eb898994e331fa8d5d19,5,5,"GET","297619.06"
eedea4a40a692cba3a942070313d9b73,5,1,"SET","436681.22"
eedea4a40a692cba3a942070313d9b73,5,1,"GET","492610.84"
eedea4a40a692cba3a942070313d9b73,5,2,"SET","502512.56"
eedea4a40a692cba3a942070313d9b73,5,2,"GET","456621.00"
eedea4a40a692cba3a942070313d9b73,5,3,"SET","495049.50"
eedea4a40a692cba3a942070313d9b73,5,3,"GET","487804.88"
eedea4a40a692cba3a942070313d9b73,5,4,"SET","500000.00"
eedea4a40a692cba3a942070313d9b73,5,4,"GET","552486.19"
eedea4a40a692cba3a942070313d9b73,5,5,"SET","502512.56"
eedea4a40a692cba3a942070313d9b73,5,5,"GET","564971.75"
f0dc544b1a8e4d3ca767280719d2a50f,5,1,"SET","209643.61"
f0dc544b1a8e4d3ca767280719d2a50f,5,1,"GET","259067.36"
f0dc544b1a8e4d3ca767280719d2a50f,5,2,"SET","208768.27"
f0dc544b1a8e4d3ca767280719d2a50f,5,2,"GET","247524.75"
f0dc544b1a8e4d3ca767280719d2a50f,5,3,"SET","202429.16"
f0dc544b1a8e4d3ca767280719d2a50f,5,3,"GET","259740.27"
f0dc544b1a8e4d3ca767280719d2a50f,5,4,"SET","200000.00"
f0dc544b1a8e4d3ca767280719d2a50f,5,4,"GET","259740.27"
f0dc544b1a8e4d3ca767280719d2a50f,5,5,"SET","200400.80"
f0dc544b1a8e4d3ca767280719d2a50f,5,5,"GET","258397.94"
f2ac69a2dfc1eac5fb5549a2324ac289,5,1,"SET","281690.16"
f2ac69a2dfc1eac5fb5549a2324ac289,5,1,"GET","331125.84"
f2ac69a2dfc1eac5fb5549a2324ac289,5,2,"SET","276243.09"
f2ac69a2dfc1eac5fb5549a2324ac289,5,2,"GET","333333.31"
f2ac69a2dfc1eac5fb5549a2324ac289,5,3,"SET","275482.09"
f2ac69a2dfc1eac5fb5549a2324ac289,5,3,"GET","331125.84"
f2ac69a2dfc1eac5fb5549a2324ac289,5,4,"SET","280112.06"
f2ac69a2dfc1eac5fb5549a2324ac289,5,4,"GET","316455.69"
f2ac69a2dfc1eac5fb5549a2324ac289,5,5,"SET","283286.12"
f2ac69a2dfc1eac5fb5549a2324ac289,5,5,"GET","322580.66"
f59254e2d3cceaea8e4c1484c09d27cf,5,1,"SET","320512.81"
f59254e2d3cceaea8e4c1484c09d27cf,5,1,"GET","373134.31"
f59254e2d3cceaea8e4c1484c09d27cf,5,2,"SET","319488.81"
f59254e2d3cceaea8e4c1484c09d27cf,5,2,"GET","286532.94"
f59254e2d3cceaea8e4c1484c09d27cf,5,3,"SET","317460.31"
f59254e2d3cceaea8e4c1484c09d27cf,5,3,"GET","374531.84"
f59254e2d3cceaea8e4c1484c09d27cf,5,4,"SET","308641.97"
f59254e2d3cceaea8e4c1484c09d27cf,5,4,"GET","373134.31"
f59254e2d3cceaea8e4c1484c09d27cf,5,5,"SET","320512.81"
f59254e2d3cceaea8e4c1484c09d27cf,5,5,"GET","361010.81"
f85fdaf6902648e7d5a236d328a171b6,5,1,"SET","564971.75"
f85fdaf6902648e7d5a236d328a171b6,5,1,"GET","781249.94"
f85fdaf6902648e7d5a236d328a171b6,5,2,"SET","534759.31"
f85fdaf6902648e7d5a236d328a171b6,5,2,"GET","763358.81"
f85fdaf6902648e7d5a236d328a171b6,5,3,"SET","561797.75"
f85fdaf6902648e7d5a236d328a171b6,5,3,"GET","775193.81"
f85fdaf6902648e7d5a236d328a171b6,5,4,"SET","555555.56"
f85fdaf6902648e7d5a236d328a171b6,5,4,"GET","781249.94"
f85fdaf6902648e7d5a236d328a171b6,5,5,"SET","552486.19"
f85fdaf6902648e7d5a236d328a171b6,5,5,"GET","781249.94"
f89fb01c2ba0d52686d6de5bd1fc370b,5,1,"SET","229885.06"
f89fb01c2ba0d52686d6de5bd1fc370b,5,1,"GET","276243.09"
f89fb01c2ba0d52686d6de5bd1fc370b,5,2,"SET","216919.73"
f89fb01c2ba0d52686d6de5bd1fc370b,5,2,"GET","280112.06"
f89fb01c2ba0d52686d6de5bd1fc370b,5,3,"SET","227790.42"
f89fb01c2ba0d52686d6de5bd1fc370b,5,3,"GET","265252.00"
f89fb01c2ba0d52686d6de5bd1fc370b,5,4,"SET","229357.80"
f89fb01c2ba0d52686d6de5bd1fc370b,5,4,"GET","280898.88"
f89fb01c2ba0d52686d6de5bd1fc370b,5,5,"SET","229885.06"
f89fb01c2ba0d52686d6de5bd1fc370b,5,5,"GET","280112.06"
f933954b011b373815989494cb875c06,5,1,"SET","324675.31"
f933954b011b373815989494cb875c06,5,1,"GET","358422.91"
f933954b011b373815989494cb875c06,5,2,"SET","318471.31"
f933954b011b373815989494cb875c06,5,2,"GET","387596.91"
f933954b011b373815989494cb875c06,5,3,"SET","324675.31"
f933954b011b373815989494cb875c06,5,3,"GET","377358.50"
f933954b011b373815989494cb875c06,5,4,"SET","327868.84"
f933954b011b373815989494cb875c06,5,4,"GET","381679.41"
f933954b011b373815989494cb875c06,5,5,"SET","324675.31"
f933954b011b373815989494cb875c06,5,5,"GET","359712.22"
faf89a4a635b82d70cebcbfcaf9b9971,5,1,"SET","1470588.12"
faf89a4a635b82d70cebcbfcaf9b9971,5,1,"GET","1754386.00"
faf89a4a635b82d70cebcbfcaf9b9971,5,2,"SET","1428571.38"
faf89a4a635b82d70cebcbfcaf9b9971,5,2,"GET","1785714.25"
faf89a4a635b82d70cebcbfcaf9b9971,5,3,"SET","1492537.25"
faf89a4a635b82d70cebcbfcaf9b9971,5,3,"GET","1818181.88"
faf89a4a635b82d70cebcbfcaf9b9971,5,4,"SET","1515151.50"
faf89a4a635b82d70cebcbfcaf9b9971,5,4,"GET","1785714.25"
faf89a4a635b82d70cebcbfcaf9b9971,5,5,"SET","1470588.12"
faf89a4a635b82d70cebcbfcaf9b9971,5,5,"GET","1851851.75"
fbbe380c76371998527ea4bb0be9f2c6,5,1,"SET","324675.31"
fbbe380c76371998527ea4bb0be9f2c6,5,1,"GET","363636.34"
fbbe380c76371998527ea4bb0be9f2c6,5,2,"SET","321543.41"
fbbe380c76371998527ea4bb0be9f2c6,5,2,"GET","386100.38"
fbbe380c76371998527ea4bb0be9f2c6,5,3,"SET","332225.91"
fbbe380c76371998527ea4bb0be9f2c6,5,3,"GET","380228.12"
fbbe380c76371998527ea4bb0be9f2c6,5,4,"SET","333333.31"
fbbe380c76371998527ea4bb0be9f2c6,5,4,"GET","396825.38"
fbbe380c76371998527ea4bb0be9f2c6,5,5,"SET","331125.84"
fbbe380c76371998527ea4bb0be9f2c6,5,5,"GET","400000.00"
fdfdc416efad1545c5af623b5f1a8d8d,5,1,"SET","425531.91"
fdfdc416efad1545c5af623b5f1a8d8d,5,1,"GET","485436.91"
fdfdc416efad1545c5af623b5f1a8d8d,5,2,"SET","448430.47"
fdfdc416efad1545c5af623b5f1a8d8d,5,2,"GET","485436.91"
fdfdc416efad1545c5af623b5f1a8d8d,5,3,"SET","448430.47"
fdfdc416efad1545c5af623b5f1a8d8d,5,3,"GET","487804.88"
fdfdc416efad1545c5af623b5f1a8d8d,5,4,"SET","425531.91"
fdfdc416efad1545c5af623b5f1a8d8d,5,4,"GET","487804.88"
fdfdc416efad1545c5af623b5f1a8d8d,5,5,"SET","413223.16"
fdfdc416efad1545c5af623b5f1a8d8d,5,5,"GET","444444.47"
